3
0 0 3
0 1 90
 
0 0 29
0.00
14.04
26.57
36.87
45.00
51.34
56.31
60.26
63.43
68.20
71.57
74.05
75.96
77.47
78.69
79.70
80.54
81.25
81.87
82.41
82.87
83.29
83.66
83.99
84.29
84.56
84.81
85.03
85.24
 
0 0 20
0    
2    
5    
10    
15    
20    
25    
30    
35    
40    
45    
60    
75    
90    
105    
120    
135    
150    
165
180

439	437	437	418	353	283	226	200	176	166	156	145	142	145	148	153	157	162	165	167
806	789	734	578	401	266	176	144	117	108	100	95	96	100	103	109	111	118	120	122
1370	1306	1069	686	360	205	117	93	74	69	65	64	65	68	72	77	80	85	87	90
2002	1828	1329	689	281	144	73	60	49	46	43	43	45	49	51	55	58	62	64	66
2600	2276	1518	646	211	100	47	39	33	31	30	30	31	35	37	41	43	47	48	50
3078	2668	1599	523	161	69	30	27	24	22	21	22	23	26	28	31	33	36	37	39
3900	3020	1365	275	66	33	17	15	13	12	12	13	13	16	17	19	21	23	24	25
4198	2976	1055	151	26	15	9	8	8	8	8	8	9	10	11	13	14	16	17	18
4221	2710	723	72	14	8	5	5	4	5	6	6	6	7	8	9	10	12	12	13
4111	2377	501	36	8	5	4	3	3	3	4	4	4	5	6	7	8	9	9	10
3713	1940	324	19	6	4	3	3	3	3	3	3	3	4	5	6	6	7	7	8
3285	1558	189	12	4	3	2	2	2	2	3	3	3	3	4	5	5	6	6	7
2840	1230	125	7	3	3	3	2	2	2	0	0	0	0	0	0	0	0	0	0
2498	966	75	5	3	3	3	2	2	0	0	0	0	0	0	0	0	0	0	0
2211	763	51	4	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0
1885	599	35	4	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0
1631	471	25	3	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1398	372	20	3	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1189	300	15	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1024	249	12	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
891	210	10	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
784	176	8	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
686	151	7	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
599	131	6	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
532	115	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
479	103	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0 
